question,gold_answer,predicted_answer,retrieval_hit,exact_match,token_f1,top_passages,retrieved_chunks
How was the European Recovery Program in the 1940s more commonly known?,Marshall Plan,Marshall Plan,True,True,1.0,Marshall Plan | Marshall Plan | Marshall Plan | Marshall Plan | Marshall Plan,"[1] Marshall Plan
The Marshall Plan (officially the European Recovery Program, ERP) was an American initiative to aid Western Europe, in which the United States gave over $12 billion  (approximately $120 billion in current dollar value as of June 2016) in economic support to help rebuild Western European economies after the end of World War II.  The plan was in operation for four years beginning April 8th 1948.  The goals of the United States were to rebuild war-devastated regions, remove trade barriers, modernize industry,
---
[2] Marshall Plan
A common American interpretation of the program's role in European recovery was expressed by Paul Hoffman, head of the Economic Cooperation Administration, in 1949, when he told Congress Marshall aid had provided the ""critical margin"" on which other investment needed for European recovery depended.  The Marshall Plan was one of the first elements of European integration, as it erased trade barriers and set up institutions to coordinate the economy on a continental level—that is, it stimulated the total
---
[3] Marshall Plan
Initial post-war events

Slow recovery 

Europe's economies were recovering slowly, as unemployment and food shortages led to strikes and unrest in several nations. In 1947 the European economies were still well below their pre-war levels and were showing few signs of growth. Agricultural production was 83% of 1938 levels, industrial production was 88%, and exports only 59%.   In Britain the situation was not as severe.
---
[4] Marshall Plan
to the Marshall Plan. Most reject the idea that it alone miraculously revived Europe, as evidence shows that a general recovery was already underway. Most believe that the Marshall Plan sped this recovery, but did not initiate it. Many argue that the structural adjustments that it forced were of great importance. Economic historians J. Bradford DeLong and Barry Eichengreen call it ""history's most successful structural adjustment program.""   One effect of the plan was that it subtly ""Americanized""
---
[5] Marshall Plan
The ERP addressed each of the obstacles to postwar recovery. The plan looked to the future, and did not focus on the destruction caused by the war. Much more important were efforts to modernize European industrial and business practices using high-efficiency American models, reducing artificial trade barriers, and instilling a sense of hope and self-reliance."
Brandon Lee died during the making of which movie?,The Crow,The Crow,True,True,1.0,Brandon Lee | Brandon Lee | Brandon Lee | Bruce Lee | Brandon Lee,"[1] Brandon Lee
In 1991, he starred opposite Dolph Lundgren in the buddy cop action film Showdown in Little Tokyo. This was marked as his first studio film and American film debut. Lee signed a multi-picture deal with 20th Century Fox in 1991. He had his first starring role in the action thriller Rapid Fire in 1992, and was scheduled to do two more films for them. In August of that year, Bruce Lee biographer John Little asked Brandon Lee what his philosophy in life was, and he replied, ""Eat—or die!""  Brandon later spoke
---
[2] Brandon Lee
Brandon Bruce Lee (February 1, 1965 – March 31, 1993) was an American actor and martial artist. He was the son of martial artist and film actor Bruce Lee and teacher Linda Lee Cadwell, the grandson of Cantonese opera singer Lee Hoi-chuen, and brother of Shannon Lee.
---
[3] Brandon Lee
They were due to be married in Ensenada, Mexico on April 17, 1993, a week after Lee was to complete filming on The Crow. At the time of Lee's death, Hutton was working as a casting assistant and was on set of The Crow so much that she was later credited with being Lee's on-set assistant. After his death, Hutton petitioned to have gun safety regulations tightened on film sets. The Crow is dedicated to the couple. 

Brandon Lee was trained in Jeet Kune Do, Wing Chun, Muay Thai, and Shaolin Kung-Fu.

Death
---
[4] Bruce Lee
in January 1973. One month into the filming, another production company, Starseas Motion Pictures, promoted Bruce Lee as a leading actor in Fist of Unicorn, although he had merely agreed to choreograph the fight sequences in the film as a favour to his long-time friend Unicorn Chan. Lee planned to sue the production company, but retained his friendship with Chan.  However, only a few months after the completion of Enter the Dragon, and six days before its July 26, 1973 release,  Lee died. Enter the Dragon
---
[5] Brandon Lee
Starting his career with a supporting role in the 1986 television film Kung Fu: The Movie, Lee starred in several low-budget action films during the late 1980s and early 1990s. He died in a firearms accident while filming The Crow in 1993. The film was released posthumously in 1994 with the help of a stunt double and special effects.

Early life"
Who had a 70s No 1 hit with Let's Do It Again?,The Staple Singers,The Staple Singers,True,True,1.0,Let's Do It Again (song) | Kiss You All Over | Diana Ross | Diana Ross | Michael Jackson,"[1] Let's Do It Again (song)
""Let's Do It Again"" was a hit song for The Staple Singers.  Written by Curtis Mayfield, it was part of the soundtrack for the Bill Cosby/Sidney Poitier movie, Let's Do It Again.  The single reached the top of the Billboard Hot 100 singles chart on December 27, 1975, the day before Roebuck ""Pops"" Staples' 61st birthday, and also spent two non-consecutive weeks at the top of the Hot Soul Singles chart.   It was the last major hit by the group.
---
[2] Kiss You All Over
* 1978: A version by Jim Mundy and Terri Melton made number 87 on the Hot Country Songs charts.
* 1978: A Disco version was covered by Broadway
* 1979: Along with the track ""So Strange"", Phyllis Hyman covered this song and had a minor disco hit, peaking at number 75.
* Also in 1979, Millie Jackson covered this song for her album A Moment's Pleasure and it was released as a single in Europe.
* 1982: A lovers rock version by Samantha Rose produced by reggae producer Winston Curtis was recorded in London.
---
[3] Diana Ross
1991 hit ""When You Tell Me You Love Me"", repeating the original recording's chart success, garnering a number 2 UK Billboard hit (number 1 in Ireland).
---
[4] Diana Ross
Ross had success with movie-themed songs. While her version of Holiday's ""Good Morning Heartache"" only performed modestly well in early 1973, her recording of ""Theme from Mahogany (Do You Know Where You're Going To)"" gave Ross her third number-one hit, in late 1975. Three years later, Ross and Michael Jackson had a modest dance hit with their recording of ""Ease on Down the Road"". Their second duet, actually as part of the ensemble of The Wiz, ""Brand New Day"", found some success overseas. Ross scored a Top
---
[5] Michael Jackson
With the industry expecting another major hit, Jackson's first album in five years, Bad (1987), was highly anticipated.  The album produced seven successful singles in the U.S., five of which (""I Just Can't Stop Loving You"", ""Bad"", ""The Way You Make Me Feel"", ""Man in the Mirror"", and ""Dirty Diana"") reached number one on the Billboard Hot 100. This was a record for most number one Hot 100 singles from any one album, including Thriller.  As of 2012, the album had sold between 30 and 45 million copies"
Who had a Too Legit To Quit Tour?,MC Hammer,Hammer,True,False,0.6667,2 Legit 2 Quit | Too Legit to Quit | Too Legit to Quit | Too Legit to Quit | 2 Legit 2 Quit,"[1] 2 Legit 2 Quit
""2 Legit 2 Quit"" is a single by MC Hammer featuring Saja aka Sonia Moore, released on September 5, 1991 as both the title track and first single of his fourth studio album, Too Legit to Quit (1991). It proved to be successful in the U.S., peaking at the Top 10 of the Billboard Hot 100, at #5. The single also peaked at #60 on the UK Singles Chart. Hit songs ""This Is the Way We Roll"" and ""2 Legit 2 Quit"" were performed by Hammer on Saturday Night Live. Along with ""Addams Groove"", and other songs, ""2 Legit 2
---
[2] Too Legit to Quit
Too Legit To Quit is Hammer's fourth record and third official full-length studio album, released on October 29, 1991. While the album wasn't as successful as Please Hammer, Don't Hurt 'Em, it nevertheless proved successful, peaking in the Top 5 of the Billboard 200, as well as going triple platinum.
---
[3] Too Legit to Quit
Hammer set out on a tour for this album, but the stage show had become as lavish as his lifestyle; loaded with singers, dancers and backup musicians, the supporting concert tour was too expensive for the album's sales to finance, and it was canceled partway through.  In 1992, Boyz II Men joined Hammer's high-profile 2 Legit 2 Quit tour as an opening act. While traveling the country, their tour manager Khalil Roundtree was murdered in Chicago, and the group's future performances of ""It's So Hard to Say
---
[4] Too Legit to Quit
Prior to Hammer's next album, (The Funky Headhunter), rumors from critics and fans began claiming Hammer had quit the music/entertainment business and had suffered a financial downfall (since a couple of years had passed in between the two records), which Hammer denied at the time. The introduction of the extended-play music video for ""2 Legit 2 Quit"" addressed the fact that Hammer must have quit (with Jim Belushi as a newscaster announcing it in a comical way) until Hammer shows up late to a concert
---
[5] 2 Legit 2 Quit
In March 2003, MC Hammer released a version of the song featuring Saja. 

On October 2 (televised October 12), Hammer opened the 2010 BET Hip Hop Awards performing ""2 Legit 2 Quit"" in Atlanta along with Rick Ross, Diddy and DJ Khaled (performing ""MC Hammer"" from the Teflon Don album)."
Which country does the airline TAAG come from?,Angola,Angola,True,True,1.0,TAAG Angola Airlines | TAAG Angola Airlines | TAAG Angola Airlines | TAAG Angola Airlines | TAAG Angola Airlines,"[1] TAAG Angola Airlines
flights to Europe, TAAG wet-leased a Boeing 747-400 from South African Airways (SAA).  Following the EU ban, in November 2008 the entire TAAG board was replaced and a new board was appointed with the objective of turning the carrier round, and in particular getting it removed from the EU blacklist. At the time, according to the Transport Minister, Augusto da Silva Tomás, in 14 months the company lost about US$70 million (€55.6 million). The turn-round plan included staff reductions – before the action was
---
[2] TAAG Angola Airlines
In late , a ten-year management agreement was signed with Emirates; the deal also covers flight codesharing and the coordination of frequent flier programmes. The agreement is subject to government approval; it is not contemplated that Emirates will take any stake in TAAG.

Corporate affairs

Head office

TAAG has its corporate headquarters in Luanda, Angola.   The airline also has offices in Africa, Asia, Europe, and North and South America,  and opened an office in Chaoyang District, Beijing, in 2010.
---
[3] TAAG Angola Airlines
TAAG Angola Airlines E.P. () is the state-owned national airline of Angola. Based in Luanda, the airline operates an all-Boeing fleet on domestic services within Angola, medium-haul services in Africa and long-haul services to Brazil, Cuba, China, Portugal and the United Arab Emirates. The airline was originally set up by the government as DTA - Divisão dos Transportes Aéreos in 1938, rechristened TAAG Angola Airlines in 1973, and gained flag carrier status in 1975.  It is now a member of both the
---
[4] TAAG Angola Airlines
In , TAAG received permission to operate flights to Europe under restricted conditions; it was allowed to fly only into Portugal, and could only use its three Boeing 777-200ERs to operate these flights. The permission was extended to its four Boeing 737-700s in late 2009. The maximum number of flights was set at ten per week. On 1 August 2009, TAAG's first flight departed from Luanda to Lisbon, after nearly two years of being banned from EU airspace. TAAG then returned the Boeing 747–400 to South African
---
[5] TAAG Angola Airlines
Brazaville, Havana, Kinshasa, Lisbon, Lusaka, Maputo, Moscow, Paris, Rio de Janeiro, Rome, Sal and Sao Tome. TAAG bought a Boeing 747-300 Combi from Singapore Airlines in 1997."
Which US No 1 single came from Diana Ross's platinum album Diana?,Upside Down,Upside Down,True,True,1.0,Diana Ross | Diana Ross | Diana Ross | Diana Ross | Diana Ross,"[1] Diana Ross
In 1980, Ross released her most successful album to date, diana. Composed by Chic's Nile Rodgers and Bernard Edwards, the album included the hits ""I'm Coming Out"" and ""Upside Down"", the latter becoming her fifth chart-topping single. Prior to leaving Motown, Ross recorded the duet ballad ""Endless Love"", with Lionel Richie. The song would become her sixth and final single to reach number one on the Billboard Hot 100.
---
[2] Diana Ross
Going To)"". Her 1976 album Diana Ross included her fourth number-one hit ""Love Hangover"". In 1979, Ross released the album The Boss. Her 1980 album Diana which reached number 2 on the Billboard albums chart and spawned the number-one hit ""Upside Down"" and the international hit ""I'm Coming Out"". After leaving Motown, Ross achieved her sixth and final number-one hit with the duet ""Endless Love"".
---
[3] Diana Ross
special, Diana!, which included The Jackson 5. In 1972, the soundtrack to her film debut, Lady Sings the Blues, reached number one on the Billboard 200, selling two million units. In 1973, Ross had her second number-one hit with the ballad ""Touch Me in the Morning"". Later in the year, Motown issued Diana & Marvin, a duet album with fellow Motown artist Marvin Gaye. The album became an international hit. Touring throughout 1973, Ross became the first entertainer in Japan's history to receive an invitation
---
[4] Diana Ross
Following her departure from the Supremes in 1970, Ross released her debut solo album, Diana Ross, which contained the hits ""Reach Out and Touch (Somebody's Hand)"" and the number-one hit ""Ain't No Mountain High Enough"". She released the album Touch Me in the Morning in 1973. Its title track reached number 1, becoming her second solo hit. By 1975, the Mahogany soundtrack included her 3rd number-one hit ""Theme from Mahogany (Do You Know Where You're Going To)"". Her 1976 album Diana Ross included her fourth
---
[5] Diana Ross
* Diana Ross (1970)
* Everything Is Everything (1970)
* Surrender (1971)
* Touch Me in the Morning (1973)
* Last Time I Saw Him (1973)
* Diana Ross (1976)
* Baby It's Me (1977)
* Ross (1978)
* The Boss (1979)
* Diana (1980)
* Why Do Fools Fall in Love (1981)
* Silk Electric (1982)
* Ross (1983)
* Swept Away (1984)
* Eaten Alive (1985)
* Red Hot Rhythm & Blues (1987)
* Workin' Overtime (1989)
* The Force Behind the Power (1991)
* A Very Special Season (1994)
* Take Me Higher (1995)"
River Phoenix died during the making of which movie?,Dark Blood,Dark Blood,True,True,1.0,River Phoenix | River Phoenix | River Phoenix | River Phoenix | River Phoenix,"[1] River Phoenix
River's sudden death prevented him from playing various roles for which he had already been cast:
*Phoenix was due to begin work on Neil Jordan's Interview with the Vampire: The Vampire Chronicles (1994) two weeks after his death. He was to play Daniel Molloy, the interviewer, which then went to Christian Slater,  who donated his entire $250,000 salary to two of Phoenix's favorite charitable organizations: Earth Save and Earth Trust.    The film has a dedication to Phoenix after the end credits.
---
[2] River Phoenix
He and his brother Joaquin Phoenix hold the distinction of being the first and only brothers to be nominated for acting Academy Awards. 

On October 31, 1993, Phoenix collapsed and died of drug-related Heart Failure on the sidewalk outside the West Hollywood nightclub The Viper Room at the age of 23.  At the time of his death, Phoenix had been in the middle of filming Dark Blood (1993).

Early life
---
[3] River Phoenix
River Jude Phoenix (born River Jude Bottom; August 23, 1970 – October 31, 1993 ) was an American actor, musician, and activist. He was the older brother of Rain Phoenix, Joaquin Phoenix, Liberty Phoenix and Summer Phoenix.
---
[4] River Phoenix
Phoenix teamed up with Robert Redford and again with Sidney Poitier for the conspiracy/espionage thriller Sneakers (1992). A month later he began production on Sam Shepard's art-house ghost western Silent Tongue (which was released in 1994); he also was beaten out for the role of Paul by Brad Pitt in A River Runs Through It. He made a cameo appearance in Van Sant's Even Cowgirls get the Blues (1993), co-starring his sister Rain. Phoenix then starred in Peter Bogdanovich's country music-themed film, The
---
[5] River Phoenix
*He had expressed interest in playing the 19th-century poet Arthur Rimbaud in Total Eclipse (1995) by Polish director Agnieszka Holland. Phoenix died before the movie was cast, with the role eventually going to Leonardo DiCaprio."
Which artist David was born in Bradford UK?,Hockney,David Hockney,True,True,1.0,David Hockney | Rock music | David Hockney | England | David Hockney,"[1] David Hockney
David Hockney,  (born 9 July 1937) is an English painter, draughtsman, printmaker, stage designer and photographer. An important contributor to the Pop art movement of the 1960s, he is considered one of the most influential British artists of the 20th century.J. Paul Getty Museum. [http://www.getty.edu/art/gettyguide/artMakerDetails?maker
3283 David Hockney.] Retrieved 13 September 2008.
---
[2] Rock music
elements of professional make up, mime and performance into his act.P. Auslander, ""Watch that man David Bowie: Hammersmith Odeon, London, July 3, 1973"" in I. Inglis, ed., Performance and Popular Music: History, Place and Time (Aldershot: Ashgate, 2006), ISBN 0-7546-4057-4, p. 72. These performers were soon followed in the style by acts including Roxy Music, Sweet, Slade, Mott the Hoople, Mud and Alvin Stardust. While highly successful in the single charts in the UK, very few of these musicians were able to
---
[3] David Hockney
countryside en plein air. He set up residence and an immense redbrick seaside studio, a converted industrial workspace, in the seaside town of Bridlington, about 75 miles from where he was born.  The oil paintings he produced after 2005 were influenced by his intensive studies in watercolour (for over a year in 2003–2004).  He created paintings made of multiple smaller canvases—nine, 15 or more—placed together. To help him visualize work at that scale, he used digital photographic reproductions; each day's
---
[4] England
The Norwich School continued the landscape tradition, while the Pre-Raphaelite Brotherhood with their vivid and detailed style revived the Early Renaissance style—Holman Hunt, Dante Gabriel Rossetti and John Everett Millais were leaders. Prominent amongst 20th-century artists was Henry Moore, regarded as the voice of British sculpture, and of British modernism in general.  Contemporary painters include Lucian Freud, whose work Benefits Supervisor Sleeping in 2008 set a world record for sale value of a
---
[5] David Hockney
* David Hockney's Dog Days (2011), Thames and Hudson, London, ISBN 0-500-28627-2
* A Yorkshire Sketchbook (2011), Royal Academy of Arts, London, ISBN 1-907533-23-0"
Richard Daley was mayor of which city for 21 years?,Chicago,Chicago,True,True,1.0,Richard M. Daley | Richard M. Daley | Richard M. Daley | Richard M. Daley | Richard M. Daley,"[1] Richard M. Daley
Richard Michael Daley (born April 24, 1942) is an American politician, who served as the 54th Mayor of Chicago, Illinois from 1989 to 2011. Daley was elected mayor in 1989 and was re-elected five times until declining to run for a seventh term. At 22 years, he was the longest-serving Chicago mayor, surpassing the tenure of his father, Richard J. Daley. Mayor Daley took over the Chicago Public Schools, developed tourism, oversaw the construction of Millennium Park, increased environmental efforts and the
---
[2] Richard M. Daley
Richard M. Daley is the fourth of seven children and eldest son of Richard J. and Eleanor Daley, the late Mayor and First Lady of Chicago. Daley was raised in Bridgeport, a historically Irish-American neighborhood located on Chicago's South Side.
---
[3] Richard M. Daley
May 11, 2011 and his term ended May 16, 2011. Daley was succeeded by Rahm Emanuel.
---
[4] Richard M. Daley
Daley's approval rating was at an all-time low of 35% by late 2009. On September 7, 2010, Daley announced that he would not seek a seventh term.    ""I've always believed that every person, especially public officials, must understand when it's time to move on. For me, that time is now,"" Daley said.   On December 26, 2010, Daley surpassed his father as Chicago's longest-serving mayor.  Daley chaired his final city council meeting on Wednesday morning, May 11, 2011 and his term ended May 16, 2011. Daley was
---
[5] Richard M. Daley
and political allies seemed to disproportionately benefit from city contracting. Mayor Daley took office in a city with regular annual budget surpluses and left the city with massive structural deficits. His budgets ran up the largest deficits in Chicago history. Prior to serving as mayor, Daley served in the Illinois Senate and then as the Cook County State's Attorney. Police use of force was an issue in Daley's tenures as state's attorney and mayor."
"""In which movie did Garbo say, """"I want to be alone"""".""",Grand Hotel,Grand Hotel,True,True,1.0,Greta Garbo | Greta Garbo | Greta Garbo | Greta Garbo | Greta Garbo,"[1] Greta Garbo
She is closely associated with a line from Grand Hotel, one which the American Film Institute in 2005 voted the 30th most memorable movie quote of all time,  ""I want to be alone; I just want to be alone."" The theme became a running gag beginning in her silent pictures. 

Personal life

War service
---
[2] Greta Garbo
She was portrayed by Betty Comden in the 1984 film Garbo Talks. The film concerns a dying Garbo fan (Anne Bancroft) whose last wish is to meet her idol. Her son (played by Ron Silver) sets about trying to get Garbo to visit his mother at the hospital.

Garbo is the subject of several documentaries, including four made in the United States between 1990 and 2005:
---
[3] Greta Garbo
the catchphrase ""Garbo talks!"", and was the highest-grossing film of the year. Garbo received her first Academy Award for Best Actress nomination for her performance, although she lost to MGM colleague Norma Shearer. Her nomination that year included her performance in Romance (1930). After filming ended, Garbo—along with a different director and cast—filmed a German-language version of Anna Christie that was released in December 1930. The film's success certified Garbo's successful transition to talkies.
---
[4] Greta Garbo
Garbo's first talking film was Anna Christie (1930). MGM marketers enticed the public with the catch-phrase ""Garbo talks!"" That same year she starred  in Romance. For her performances in these films she received the first of three Academy Award nominations for Best Actress. (Academy rules at the time allowed for a performer to receive a single nomination for their work in more than one film.)  In 1932, her popularity allowed her to dictate the terms of her contract and she became increasingly selective
---
[5] Greta Garbo
During this period, Garbo began to require unusual conditions during the shooting of her scenes. She prohibited visitors—including the studio brass—from her sets and demanded that black flats or screens surround her to prevent extras and technicians from watching her. When asked about these eccentric requirements, she said ""If I am by myself, my face will do things I cannot do with it otherwise."""
What is Osbert Lancaster best known for producing?,Cartoons,cartoons,True,True,1.0,Osbert Lancaster | Osbert Lancaster | Osbert Lancaster | Osbert Lancaster | Osbert Lancaster,"[1] Osbert Lancaster
Sir Osbert Lancaster, CBE (4 August 1908 – 27 July 1986) was an English cartoonist, author, art critic and stage designer, best known to the public at large for his cartoons published in the Daily Express.

Biography
---
[2] Osbert Lancaster
Exhibitions

Lancaster's drawings and cartoons were the subject of an exhibition marking the centenary of his birth, entitled ""Cartoons and Coronets: The Genius of Osbert Lancaster"" at The Wallace Collection from October 2008 to January 2009. Curated by James Knox and supported by the John R. Murray Charitable Trust of John Murray, it coincided with the publication of a new biography with the same title as the exhibition.  

Selected publications
---
[3] Osbert Lancaster
In 1951 Lancaster worked with John Piper on designs for the Festival of Britain. This was followed by stage design work for opera, ballet and theatre including productions at Sadler's Wells and Glyndebourne, among them Frederick Ashton's production of La Fille mal gardée.
---
[4] Osbert Lancaster
Lancaster was the illustrator of many books by other writers, including Noblesse Oblige (London, Hamish Hamilton, 1973, edited by Nancy Mitford, and some editions of C. Northcote Parkinson's books, including Parkinson's Law,  its sequel The Law and the Profits,  In-laws & Outlaws
,  
and Law of Delay.
---
[5] Osbert Lancaster
Lancaster died of natural causes, aged 77, in Chelsea. The obituary in The Times summed up his career: ""The most polite and unsplenetic of cartoonists, he was never a crusader, remaining always a witty, civilized critic with a profound understanding of the vagaries of human nature.""  He is buried at West Winch, Norfolk.

Exhibitions"
Who was the defending champion when Martina Navratilova first won Wimbledon singles?,Virginia Wade,Chris Evert,True,False,0.0,"The Championships, Wimbledon | The Championships, Wimbledon | The Championships, Wimbledon | The Championships, Wimbledon | The Championships, Wimbledon","[1] The Championships, Wimbledon
advent of the open era in 1968. No British man won the singles event at Wimbledon between Fred Perry in 1936 and Andy Murray in 2013, while no British woman has won since Virginia Wade in 1977, although Annabel Croft and Laura Robson won the Girls' Championship in 1984 and 2008 respectively. The Championship was first televised in 1937.
---
[2] The Championships, Wimbledon
Six of the 18 female winners in the Open Era have not reached world no. 1 ranking. These are, in chronological order: Ann Haydon-Jones, Virginia Wade, Conchita Martínez, Jana Novotná, Petra Kvitová, and Marion Bartoli. Although the men ranked world no. 1 have been dominant in Wimbledon (11 of the 20 Open Era winners), four champions reached a career high of world no. 2, Arthur Ashe, Michael Stich, Goran Ivanišević, and Andy Murray. Richard Krajicek, Pat Cash, and Jan Kodeš, who reached career highs of only
---
[3] The Championships, Wimbledon
Martina Navratilova's wearing branding for ""Kim"" cigarettes in 1982. Green clothing was worn by the chair umpire, linesmen, ball boys and ball girls until the 2005 Championships; however, beginning with the 2006 Championships, officials, ball boys and ball girls were dressed in new navy blue- and cream-coloured uniforms from American designer Ralph Lauren. This marked the first time in the history of the Championships that an outside company was used to design Wimbledon clothing; the contract with Polo
---
[4] The Championships, Wimbledon
round women's singles match between Dinara Safina and Amélie Mauresmo.  The first match to be played in its entirety under the new roof took place between Andy Murray and Stanislas Wawrinka on 29 June 2009, which Murray won. Murray was also involved in the match completed latest in the day at Wimbledon, which ended at 11:02 pm in a victory over Marcos Baghdatis at Centre Court in the third round of the 2012 Championships. The 2012 Men's Singles Final on 8 July 2012, between Roger Federer and Murray, was
---
[5] The Championships, Wimbledon
File:Watson WM15 (8) (20442762998).jpg|Heather Watson won the Mixed Doubles event with Henri Kontinen in 2016. It was her first senior Grand Slam title and she was the first British woman since Jo Durie in 1987 to win the Wimbledon Mixed Doubles title."
